1.726974900000000000e+12,1.340000000000000080e-01,1.340000000000000080e-01,1.340000000000000080e-01,1.340000000000000080e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.726974840000000000e+12,1.340000000000000080e-01,1.340000000000000080e-01,1.340000000000000080e-01,1.340000000000000080e-01,1.115051290200000039e+04,1.494168728868000017e+03,1.494168728868000017e+03,1.000000000000000000e+00
1.726974780000000000e+12,1.340000000000000080e-01,1.340000000000000080e-01,1.338999999999999913e-01,1.338999999999999913e-01,6.788349231999999574e+03,9.095403568586999654e+02,9.095403568586999654e+02,1.000000000000000000e+00
1.726974720000000000e+12,1.338999999999999913e-01,1.338999999999999913e-01,1.338999999999999913e-01,1.338999999999999913e-01,4.500000000000000000e+02,6.025500000000000256e+01,6.025500000000000256e+01,1.000000000000000000e+00
1.726974660000000000e+12,1.340999999999999970e-01,1.342000000000000137e-01,1.340999999999999970e-01,1.342000000000000137e-01,1.748488632900000084e+04,2.346289512420400115e+03,2.346289512420400115e+03,1.000000000000000000e+00
1.726974600000000000e+12,1.340999999999999970e-01,1.340999999999999970e-01,1.340999999999999970e-01,1.340999999999999970e-01,6.875148070000000189e+02,9.219573561869999878e+01,9.219573561869999878e+01,1.000000000000000000e+00
1.726974540000000000e+12,1.340999999999999970e-01,1.340999999999999970e-01,1.340999999999999970e-01,1.340999999999999970e-01,1.915003552900000068e+04,2.568019764438899983e+03,2.568019764438899983e+03,1.000000000000000000e+00
1.726974480000000000e+12,1.340000000000000080e-01,1.340000000000000080e-01,1.340000000000000080e-01,1.340000000000000080e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.726974420000000000e+12,1.340999999999999970e-01,1.340999999999999970e-01,1.340000000000000080e-01,1.340000000000000080e-01,2.870255999999999858e+03,3.846783296024000265e+02,3.846783296024000265e+02,1.000000000000000000e+00
1.726974360000000000e+12,1.340999999999999970e-01,1.342000000000000137e-01,1.340999999999999970e-01,1.342000000000000137e-01,1.708559008700000049e+04,2.292784061861299961e+03,2.292784061861299961e+03,1.000000000000000000e+00
1.726974300000000000e+12,1.338000000000000023e-01,1.340000000000000080e-01,1.338000000000000023e-01,1.340000000000000080e-01,3.761099687999999787e+03,5.039805501011999809e+02,5.039805501011999809e+02,1.000000000000000000e+00
1.726974240000000000e+12,1.337000000000000133e-01,1.337000000000000133e-01,1.337000000000000133e-01,1.337000000000000133e-01,1.771043766000000005e+03,2.367885515142000088e+02,2.367885515142000088e+02,1.000000000000000000e+00
