1.711120800000000000e+12,1.715399999999999920e+02,1.717800000000000011e+02,1.714399999999999977e+02,1.716399999999999864e+02,1.636721913000000086e+03,2.808865780018200167e+05,2.808865780018200167e+05,1.000000000000000000e+00
1.711120740000000000e+12,1.709099999999999966e+02,1.715500000000000114e+02,1.708100000000000023e+02,1.715300000000000011e+02,1.546441356000000042e+03,2.649222987740800017e+05,2.649222987740800017e+05,1.000000000000000000e+00
1.711120680000000000e+12,1.713700000000000045e+02,1.714900000000000091e+02,1.708000000000000114e+02,1.709499999999999886e+02,9.877630749999999580e+02,1.690849080275699962e+05,1.690849080275699962e+05,1.000000000000000000e+00
1.711120620000000000e+12,1.708400000000000034e+02,1.715099999999999909e+02,1.708400000000000034e+02,1.714600000000000080e+02,1.474268209000000070e+03,2.524994847583500086e+05,2.524994847583500086e+05,1.000000000000000000e+00
1.711120560000000000e+12,1.703799999999999955e+02,1.709000000000000057e+02,1.700200000000000102e+02,1.708499999999999943e+02,2.053775631999999860e+03,3.500730904787100153e+05,3.500730904787100153e+05,1.000000000000000000e+00
1.711120500000000000e+12,1.709799999999999898e+02,1.710300000000000011e+02,1.703799999999999955e+02,1.703899999999999864e+02,2.358820023000000219e+03,4.025071594631599728e+05,4.025071594631599728e+05,1.000000000000000000e+00
1.711120440000000000e+12,1.711299999999999955e+02,1.713499999999999943e+02,1.709799999999999898e+02,1.709799999999999898e+02,1.300018553000000111e+03,2.224516715125800110e+05,2.224516715125800110e+05,1.000000000000000000e+00
1.711120380000000000e+12,1.705699999999999932e+02,1.712500000000000000e+02,1.705699999999999932e+02,1.711399999999999864e+02,2.662365690000000086e+03,4.551674549393699854e+05,4.551674549393699854e+05,1.000000000000000000e+00
1.711120320000000000e+12,1.711100000000000136e+02,1.714000000000000057e+02,1.705399999999999920e+02,1.705699999999999932e+02,2.959168435999999929e+03,5.059544345288699842e+05,5.059544345288699842e+05,1.000000000000000000e+00
1.711120260000000000e+12,1.714099999999999966e+02,1.717700000000000102e+02,1.709399999999999977e+02,1.711299999999999955e+02,5.097372335000000021e+03,8.740446280643399805e+05,8.740446280643399805e+05,1.000000000000000000e+00
1.711120200000000000e+12,1.710500000000000114e+02,1.715999999999999943e+02,1.708300000000000125e+02,1.714099999999999966e+02,4.622557111000000077e+03,7.917036079222400440e+05,7.917036079222400440e+05,1.000000000000000000e+00
1.711120140000000000e+12,1.703499999999999943e+02,1.711500000000000057e+02,1.703499999999999943e+02,1.710399999999999920e+02,2.085725871999999981e+03,3.563769678714000038e+05,3.563769678714000038e+05,1.000000000000000000e+00
1.711120080000000000e+12,1.705399999999999920e+02,1.706200000000000045e+02,1.702599999999999909e+02,1.703600000000000136e+02,7.478765769999999975e+02,1.274684439970800013e+05,1.274684439970800013e+05,1.000000000000000000e+00
1.711120020000000000e+12,1.702400000000000091e+02,1.705500000000000114e+02,1.699799999999999898e+02,1.705399999999999920e+02,2.612752961000000141e+03,4.450365872631000238e+05,4.450365872631000238e+05,1.000000000000000000e+00
1.711119960000000000e+12,1.699799999999999898e+02,1.704600000000000080e+02,1.699699999999999989e+02,1.702500000000000000e+02,2.023958094999999958e+03,3.446069790719900047e+05,3.446069790719900047e+05,1.000000000000000000e+00
1.711119900000000000e+12,1.697199999999999989e+02,1.700600000000000023e+02,1.695900000000000034e+02,1.699799999999999898e+02,1.127651804999999968e+03,1.916085944733099896e+05,1.916085944733099896e+05,1.000000000000000000e+00
1.711119840000000000e+12,1.693000000000000114e+02,1.697299999999999898e+02,1.693000000000000114e+02,1.697299999999999898e+02,1.327345023999999967e+03,2.249999345259800029e+05,2.249999345259800029e+05,1.000000000000000000e+00
1.711119780000000000e+12,1.690500000000000114e+02,1.695000000000000000e+02,1.689600000000000080e+02,1.693000000000000114e+02,2.449479123000000072e+03,4.146601034719099989e+05,4.146601034719099989e+05,1.000000000000000000e+00
1.711119720000000000e+12,1.687599999999999909e+02,1.690399999999999920e+02,1.685300000000000011e+02,1.690099999999999909e+02,2.855354887999999846e+03,4.816119995185399894e+05,4.816119995185399894e+05,1.000000000000000000e+00
1.711119660000000000e+12,1.691299999999999955e+02,1.694000000000000057e+02,1.686299999999999955e+02,1.687199999999999989e+02,1.143397715999999946e+03,1.933139327708499914e+05,1.933139327708499914e+05,1.000000000000000000e+00
1.711119600000000000e+12,1.686100000000000136e+02,1.691500000000000057e+02,1.683899999999999864e+02,1.691500000000000057e+02,1.156149601999999959e+03,1.951205437459399982e+05,1.951205437459399982e+05,1.000000000000000000e+00
1.711119540000000000e+12,1.685200000000000102e+02,1.687899999999999920e+02,1.684199999999999875e+02,1.686100000000000136e+02,1.043985762999999906e+03,1.759849419504299876e+05,1.759849419504299876e+05,1.000000000000000000e+00
1.711119480000000000e+12,1.687599999999999909e+02,1.690099999999999909e+02,1.684000000000000057e+02,1.685000000000000000e+02,7.172149060000000418e+02,1.210180520318700001e+05,1.210180520318700001e+05,1.000000000000000000e+00
1.711119420000000000e+12,1.691100000000000136e+02,1.691899999999999977e+02,1.687700000000000102e+02,1.687800000000000011e+02,1.101091672999999901e+03,1.860989288164199970e+05,1.860989288164199970e+05,1.000000000000000000e+00
